Run,Date,Sample,Compound,Peak #,Ret Time,Type,Width,Area,Start Time,End Time
22072828,220728,9589,Peak_1,1,4.138,   M,0.04,1432362,4.082,4.203
22072828,220728,9589,Peak_2,2,4.616,   M,0.061,3471629,4.466,4.871
22072829,220728,9593,Peak_1,1,4.121,   M,0.043,1433427,4.064,4.192
22072829,220728,9593,Peak_2,2,4.604,   M,0.073,4025550,4.475,4.881
22072830,220728,9599,Peak_1,1,4.142,   M,0.036,1809969,4.077,4.215
22072830,220728,9599,Peak_2,2,4.62,   M,0.058,4389604,4.476,4.87
22072831,220728,9603,Peak_1,1,4.134,   M,0.038,1710816,4.08,4.199
22072831,220728,9603,Peak_2,2,4.615,   M,0.061,4111959,4.481,4.865
22072832,220728,9608,Peak_1,1,4.129,   M,0.042,1387170,4.071,4.192
22072832,220728,9608,Peak_2,2,4.608,   M,0.065,3403882,4.464,4.863
22072833,220728,9609,Peak_1,1,4.13,   M,0.04,1543083,4.072,4.207
22072833,220728,9609,Peak_2,2,4.611,   M,0.068,4055859,4.475,4.893
22072834,220728,9610,Peak_1,1,4.112,   M,0.044,1268337,4.055,4.189
22072834,220728,9610,Peak_2,2,4.596,   M,0.073,3489379,4.461,4.845
22072835,220728,9612,Peak_1,1,4.107,   M,0.046,1180957,4.053,4.167
22072835,220728,9612,Peak_2,2,4.59,   M,0.077,3456348,4.474,4.862
22072836,220728,9614,Peak_1,1,4.129,   M,0.041,1426380,4.067,4.201
22072836,220728,9614,Peak_2,2,4.609,   M,0.069,3736051,4.47,4.882
22072837,220728,9618,Peak_1,1,4.12,   M,0.042,1420730,4.062,4.183
22072837,220728,9618,Peak_2,2,4.602,   M,0.072,4008517,4.473,4.915
22072838,220728,9619,Peak_1,1,4.133,   M,0.038,1626735,4.079,4.208
22072838,220728,9619,Peak_2,2,4.614,   M,0.062,4137316,4.466,4.898
22072839,220728,9620,Peak_1,1,4.141,   M,0.037,1647053,4.082,4.198
22072839,220728,9620,Peak_2,2,4.62,   M,0.059,3904023,4.48,4.881
22072840,220728,9622,Peak_1,1,4.127,   M,0.038,1264245,4.076,4.204
22072840,220728,9622,Peak_2,2,4.609,   M,0.065,3297614,4.463,4.883
22072841,220728,9625,Peak_1,1,4.602,   M,0.12,1175228,4.521,4.85
22072841,220728,9625,Peak_2,2,,,,0,,
22072842,220728,9628,Peak_1,1,4.602,   M,0.126,1103827,4.524,4.831
22072842,220728,9628,Peak_2,2,,,,0,,
22072843,220728,9642,Peak_1,1,4.598,   M,0.117,1130804,4.529,4.842
22072843,220728,9642,Peak_2,2,,,,0,,
22080101,220801,blank,Peak_1,1,,,,0,,
22080101,220801,blank,Peak_2,2,,,,0,,
22080102,220801,9643,Peak_1,1,4.125,   M,0.039,1482701,4.064,4.196
22080102,220801,9643,Peak_2,2,4.604,   M,0.066,3618547,4.47,4.895
22080103,220801,9644,Peak_1,1,4.12,   M,0.043,1405881,4.06,4.193
22080103,220801,9644,Peak_2,2,4.601,   M,0.072,3633344,4.478,4.908
22080104,220801,9645,Peak_1,1,4.126,   M,0.041,1621070,4.072,4.192
22080104,220801,9645,Peak_2,2,4.607,   M,0.063,3720099,4.471,4.862
22080105,220801,9648,Peak_1,1,4.125,   M,0.04,1572993,4.069,4.186
22080105,220801,9648,Peak_2,2,4.603,   M,0.068,4047498,4.467,4.889
22080106,220801,9649,Peak_1,1,4.125,   M,0.039,1360495,4.075,4.203
22080106,220801,9649,Peak_2,2,4.605,   M,0.067,3537443,4.483,4.871
22080107,220801,9650,Peak_1,1,4.129,   M,0.038,1307074,4.078,4.194
22080107,220801,9650,Peak_2,2,4.609,   M,0.064,3433959,4.474,4.876
22080108,220801,9651,Peak_1,1,4.116,   M,0.046,1465269,4.063,4.195
22080108,220801,9651,Peak_2,2,4.596,   M,0.072,3632338,4.474,4.888
22080109,220801,9652,Peak_1,1,4.122,   M,0.04,1496038,4.058,4.186
22080109,220801,9652,Peak_2,2,4.605,   M,0.069,4028690,4.472,4.885
22080110,220801,9653,Peak_1,1,4.116,   M,0.045,1440641,4.06,4.189
22080110,220801,9653,Peak_2,2,4.597,   M,0.074,3886646,4.469,4.866
22080111,220801,9655,Peak_1,1,4.125,   M,0.041,1341079,4.069,4.185
22080111,220801,9655,Peak_2,2,4.605,   M,0.066,3458550,4.472,4.843
22080112,220801,9666,Peak_1,1,4.605,   M,0.09,5462998,4.47,5.311
22080112,220801,9666,Peak_2,2,,,,0,,
22080113,220801,9667,Peak_1,1,4.122,   M,0.041,1431952,4.066,4.173
22080113,220801,9667,Peak_2,2,4.603,   M,0.069,3934754,4.472,4.863
22080114,220801,9671,Peak_1,1,4.121,   M,0.041,1489279,4.062,4.173
22080114,220801,9671,Peak_2,2,4.603,   M,0.071,4014902,4.473,4.863
22080115,220801,9672,Peak_1,1,4.125,   M,0.042,1539634,4.061,4.184
22080115,220801,9672,Peak_2,2,4.605,   M,0.071,4217107,4.468,4.88
22080116,220801,9673,Peak_1,1,4.12,   M,0.043,1443102,4.063,4.191
22080116,220801,9673,Peak_2,2,4.602,   M,0.07,3820946,4.469,4.869
22080117,220801,9676,Peak_1,1,4.116,   M,0.043,1312040,4.06,4.17
22080117,220801,9676,Peak_2,2,4.598,   M,0.076,4015153,4.471,4.881
22080118,220801,9679,Peak_1,1,4.125,   M,0.04,1415638,4.074,4.175
22080118,220801,9679,Peak_2,2,4.606,   M,0.065,3614794,4.471,4.842
22080119,220801,9699,Peak_1,1,4.125,   M,0.042,1631535,4.065,4.186
22080119,220801,9699,Peak_2,2,4.606,   M,0.066,3937940,4.454,4.836
22080120,220801,9700,Peak_1,1,4.116,   M,0.044,1254599,4.056,4.175
22080120,220801,9700,Peak_2,2,4.598,   M,0.072,3380346,4.452,4.85
22080121,220801,9702,Peak_1,1,4.116,   M,0.046,1193814,4.06,4.173
22080121,220801,9702,Peak_2,2,4.598,   M,0.07,3038080,4.467,4.833
22080122,220801,9703,Peak_1,1,4.112,   M,0.046,1259309,4.062,4.175
22080122,220801,9703,Peak_2,2,4.597,   M,0.079,3685010,4.463,4.871
22080123,220801,9704,Peak_1,1,4.112,   M,0.048,1290434,4.055,4.175
22080123,220801,9704,Peak_2,2,4.595,   M,0.076,3606607,4.464,4.856
22080124,220801,9705,Peak_1,1,4.112,   M,0.046,1280720,4.054,4.174
22080124,220801,9705,Peak_2,2,4.594,   M,0.076,3617284,4.459,4.844
22080125,220801,9706,Peak_1,1,4.12,   M,0.042,1364309,4.064,4.189
22080125,220801,9706,Peak_2,2,4.602,   M,0.06,3098844,4.467,4.783
22080126,220801,9709,Peak_1,1,4.134,   M,0.037,1497422,4.08,4.194
22080126,220801,9709,Peak_2,2,4.613,   M,0.06,3659647,4.475,4.808
22080127,220801,9711,Peak_1,1,4.133,   M,0.036,1637918,4.08,4.213
22080127,220801,9711,Peak_2,2,4.614,   M,0.062,4268078,4.465,4.882
22080128,220801,9712,Peak_1,1,4.126,   M,0.039,1407136,4.072,4.199
22080128,220801,9712,Peak_2,2,4.607,   M,0.063,3571640,4.469,4.843
22080129,220801,9716,Peak_1,1,4.132,   M,0.037,1604661,4.072,4.188
22080129,220801,9716,Peak_2,2,4.611,   M,0.06,3907080,4.469,4.88
22080130,220801,9722,Peak_1,1,4.138,   M,0.035,1871928,4.084,4.202
22080130,220801,9722,Peak_2,2,4.616,   M,0.057,4551908,4.466,4.844
22080131,220801,9723,Peak_1,1,4.126,   M,0.036,1300831,4.065,4.185
22080131,220801,9723,Peak_2,2,4.607,   M,0.066,3843875,4.461,4.888
22080132,220801,9728,Peak_1,1,4.125,   M,0.04,1316153,4.074,4.184
22080132,220801,9728,Peak_2,2,4.605,   M,0.065,3440259,4.474,4.838
22080133,220801,9733,Peak_1,1,4.134,   M,0.04,4913640,4.069,4.224
22080133,220801,9733,Peak_2,2,4.614,   M,0.068,13063114,4.465,4.992
22080134,220801,9735,Peak_1,1,4.135,   M,0.041,4909937,4.067,4.25
22080134,220801,9735,Peak_2,2,4.615,   M,0.068,12586875,4.462,5.011
22080135,220801,9736,Peak_1,1,4.129,   M,0.042,4534341,4.066,4.222
22080135,220801,9736,Peak_2,2,4.609,   M,0.07,11799386,4.466,4.94
22080136,220801,9737,Peak_1,1,4.133,   M,0.04,4885243,4.074,4.238
22080136,220801,9737,Peak_2,2,4.612,   M,0.068,12706142,4.47,4.995
22080137,220801,9742,Peak_1,1,4.133,   M,0.041,5283345,4.064,4.261
22080137,220801,9742,Peak_2,2,4.613,   M,0.07,13119500,4.464,4.984
22080138,220801,9752,Peak_1,1,4.6,   M,0.15,7501470,4.517,5.044
22080138,220801,9752,Peak_2,2,,,,0,,
22080139,220801,9753,Peak_1,1,4.112,   M,0.046,484716,4.035,4.143
22080139,220801,9753,Peak_2,2,4.599,   M,0.147,6805727,4.52,4.978
22080140,220801,9754,Peak_1,1,4.112,   M,0.071,1578799,4.035,4.196
22080140,220801,9754,Peak_2,2,4.6,   M,0.153,7869762,4.519,5.071
22080201,220802,blank,Peak_1,1,,,,0,,
22080201,220802,blank,Peak_2,2,,,,0,,
22080202,220802,9755,Peak_1,1,4.127,   M,0.039,3156985,4.071,4.186
22080202,220802,9755,Peak_2,2,4.608,   M,0.068,8823385,4.468,4.895
22080203,220802,9756,Peak_1,1,4.13,   M,0.04,4441736,4.064,4.217
22080203,220802,9756,Peak_2,2,4.61,   M,0.069,11802839,4.47,4.974
22080204,220802,9768,Peak_1,1,4.13,   M,0.04,4522480,4.074,4.256
22080204,220802,9768,Peak_2,2,4.61,   M,0.071,12407834,4.464,5.038
22080205,220802,9769,Peak_1,1,4.125,   M,0.043,4680374,4.072,4.423
22080205,220802,9769,Peak_2,2,4.606,   M,0.067,11284660,4.475,4.864
22080206,220802,9771,Peak_1,1,4.134,   M,0.04,4711603,4.076,4.257
22080206,220802,9771,Peak_2,2,4.614,   M,0.067,12045771,4.47,5
22080207,220802,9772,Peak_1,1,4.125,   M,0.044,4162478,4.066,4.24
22080207,220802,9772,Peak_2,2,4.605,   M,0.076,11727051,4.465,4.977
22080208,220802,9773,Peak_1,1,4.131,   M,0.044,4893405,4.071,4.374
22080208,220802,9773,Peak_2,2,4.611,   M,0.067,11548862,4.478,4.972
22080209,220802,9774,Peak_1,1,4.128,   M,0.042,4636587,4.071,4.243
22080209,220802,9774,Peak_2,2,4.608,   M,0.067,11334154,4.471,4.926
22080210,220802,9778,Peak_1,1,4.131,   M,0.044,4738536,4.057,4.312
22080210,220802,9778,Peak_2,2,4.61,   M,0.071,11774662,4.471,5.014
22080211,220802,9781,Peak_1,1,4.126,   M,0.044,4526587,4.069,4.252
22080211,220802,9781,Peak_2,2,4.607,   M,0.075,11997935,4.475,5.001
22080212,220802,9784,Peak_1,1,4.136,   M,0.041,4682934,4.076,4.324
22080212,220802,9784,Peak_2,2,4.615,   M,0.067,11448642,4.469,5.043
22080213,220802,9793,Peak_1,1,4.13,   M,0.041,4319876,4.072,4.257
22080213,220802,9793,Peak_2,2,4.61,   M,0.068,11099524,4.466,4.947
22080214,220802,9806,Peak_1,1,4.134,   M,0.039,4606858,4.078,4.235
22080214,220802,9806,Peak_2,2,4.613,   M,0.067,11785479,4.47,4.975
22080215,220802,9809,Peak_1,1,4.138,   M,0.04,5144909,4.077,4.281
22080215,220802,9809,Peak_2,2,4.616,   M,0.066,12784230,4.473,4.978
22080216,220802,9810,Peak_1,1,4.131,   M,0.043,5022927,4.07,4.29
22080216,220802,9810,Peak_2,2,4.611,   M,0.072,12511473,4.463,5.003
22080217,220802,9813,Peak_1,1,4.13,   M,0.041,4659468,4.072,4.247
22080217,220802,9813,Peak_2,2,4.609,   M,0.072,12654632,4.469,4.987
22080218,220802,9814,Peak_1,1,4.13,   M,0.04,4213299,4.072,4.239
22080218,220802,9814,Peak_2,2,4.61,   M,0.07,11412796,4.466,4.975
22080219,220802,9815,Peak_1,1,4.134,   M,0.039,4239602,4.07,4.226
22080219,220802,9815,Peak_2,2,4.613,   M,0.066,11082555,4.471,4.954
22080220,220802,9818,Peak_1,1,4.127,   M,0.042,4674613,4.062,4.258
22080220,220802,9818,Peak_2,2,4.607,   M,0.072,12347590,4.464,4.957
22080221,220802,9819,Peak_1,1,4.122,   M,0.041,4310736,4.069,4.224
22080221,220802,9819,Peak_2,2,4.603,   M,0.074,12098312,4.465,4.979
22080222,220802,9820,Peak_1,1,4.136,   M,0.039,4521654,4.075,4.259
22080222,220802,9820,Peak_2,2,4.615,   M,0.067,11649716,4.47,4.95
22080223,220802,9821,Peak_1,1,4.136,   M,0.041,5261247,4.067,4.304
22080223,220802,9821,Peak_2,2,4.615,   M,0.068,13202359,4.468,4.991
22080224,220802,9824,Peak_1,1,4.136,   M,0.037,4627213,4.08,4.229
22080224,220802,9824,Peak_2,2,4.615,   M,0.067,12694104,4.468,4.985
22080225,220802,9825,Peak_1,1,4.127,   M,0.042,4390805,4.067,4.238
22080225,220802,9825,Peak_2,2,4.607,   M,0.071,11704122,4.459,4.987
22080226,220802,9827,Peak_1,1,4.132,   M,0.04,4273353,4.074,4.233
22080226,220802,9827,Peak_2,2,4.611,   M,0.067,11314744,4.464,4.941
22080227,220802,9828,Peak_1,1,4.135,   M,0.039,4788107,4.075,4.252
22080227,220802,9828,Peak_2,2,4.614,   M,0.067,12256268,4.469,4.97
22080228,220802,9829,Peak_1,1,4.138,   M,0.042,4754297,4.078,4.338
22080228,220802,9829,Peak_2,2,4.616,   M,0.066,11333458,4.47,5.025
22080229,220802,9830,Peak_1,1,4.126,   M,0.042,4320197,4.064,4.241
22080229,220802,9830,Peak_2,2,4.606,   M,0.074,11906372,4.464,4.974
22080230,220802,9831,Peak_1,1,4.131,   M,0.04,4481591,4.071,4.243
22080230,220802,9831,Peak_2,2,4.611,   M,0.066,11481646,4.469,4.942
22080231,220802,9833,Peak_1,1,4.135,   M,0.037,4514285,4.077,4.237
22080231,220802,9833,Peak_2,2,4.614,   M,0.065,11568174,4.468,4.96
22080232,220802,9836,Peak_1,1,4.132,   M,0.041,4859244,4.078,4.26
22080232,220802,9836,Peak_2,2,4.611,   M,0.068,12432855,4.468,4.955
22080233,220802,9841,Peak_1,1,4.134,   M,0.042,5004607,4.072,4.302
22080233,220802,9841,Peak_2,2,4.613,   M,0.069,12239840,4.467,4.997
22080234,220802,9842,Peak_1,1,4.134,   M,0.044,5304527,4.077,4.334
22080234,220802,9842,Peak_2,2,4.613,   M,0.068,12225886,4.461,4.979
22080235,220802,9843,Peak_1,1,4.131,   M,0.043,4903340,4.077,4.307
22080235,220802,9843,Peak_2,2,4.61,   M,0.069,12062728,4.47,4.95
22080236,220802,9844,Peak_1,1,4.131,   M,0.042,4799944,4.07,4.279
22080236,220802,9844,Peak_2,2,4.611,   M,0.071,12527507,4.466,4.975
22080237,220802,9845,Peak_1,1,4.136,   M,0.04,4763488,4.076,4.258
22080237,220802,9845,Peak_2,2,4.615,   M,0.065,11691533,4.472,4.949
22080238,220802,9846,Peak_1,1,4.134,   M,0.037,4528051,4.073,4.226
22080238,220802,9846,Peak_2,2,4.613,   M,0.067,12385283,4.47,4.968
22080239,220802,9847,Peak_1,1,4.13,   M,0.042,4507374,4.061,4.273
22080239,220802,9847,Peak_2,2,4.61,   M,0.068,10872960,4.472,4.985
22080240,220802,9848,Peak_1,1,4.101,   M,0.046,3794975,4.052,4.217
22080240,220802,9848,Peak_2,2,4.585,   M,0.087,11888436,4.474,5.007
22080241,220802,9851,Peak_1,1,4.103,   M,0.075,1861041,4.029,4.196
22080241,220802,9851,Peak_2,2,4.594,   M,0.153,8654071,4.512,4.986
22080242,220802,9852,Peak_1,1,4.129,   M,0.082,1484598,4.062,4.274
22080242,220802,9852,Peak_2,2,4.611,   M,0.154,5682043,4.538,5.048
22080243,220802,9853,Peak_1,1,4.125,   M,0.073,1325560,4.062,4.252
22080243,220802,9853,Peak_2,2,4.611,   M,0.15,5362515,4.54,5
22080244,220802,9854,Peak_1,1,4.121,   M,0.086,1812156,4.047,4.269
22080244,220802,9854,Peak_2,2,4.603,   M,0.146,6330867,4.531,4.973
22080245,220802,9855,Peak_1,1,4.103,   M,0.083,2138078,4.029,4.235
22080245,220802,9855,Peak_2,2,4.594,   M,0.15,8584246,4.511,4.982
22080246,220802,9856,Peak_1,1,4.596,   M,0.152,7840971,4.515,4.988
22080246,220802,9856,Peak_2,2,,,,0,,
22080247,220802,9857,Peak_1,1,4.099,   M,0.084,1730693,4.024,4.243
22080247,220802,9857,Peak_2,2,4.587,   M,0.15,6878145,4.501,4.951
22080248,220802,9860,Peak_1,1,4.125,   M,0.084,1414381,4.056,4.249
22080248,220802,9860,Peak_2,2,4.607,   M,0.148,5504188,4.533,4.98
22080249,220802,9862,Peak_1,1,4.108,   M,0.074,1547517,4.035,4.218
22080249,220802,9862,Peak_2,2,4.596,   M,0.146,7123075,4.518,4.961
22080250,220802,9867,Peak_1,1,4.133,   M,0.078,1014084,4.069,4.258
22080250,220802,9867,Peak_2,2,4.616,   M,0.144,3924048,4.549,5.006
22080251,220802,9869,Peak_1,1,4.129,   M,0.083,1357574,4.054,4.27
22080251,220802,9869,Peak_2,2,4.611,   M,0.145,4970600,4.539,4.98
22080252,220802,9870,Peak_1,1,4.108,   M,0.082,1889798,4.036,4.241
22080252,220802,9870,Peak_2,2,4.596,   M,0.157,7962301,4.512,5.05
22080301,220803,blank,Peak_1,1,,,,0,,
22080301,220803,blank,Peak_2,2,,,,0,,
22080302,220803,9871,Peak_1,1,4.136,   M,0.036,4788810,4.086,4.272
22080302,220803,9871,Peak_2,2,4.615,   M,0.061,11940411,4.468,4.96
22080303,220803,9872,Peak_1,1,4.128,   M,0.039,4442053,4.074,4.262
22080303,220803,9872,Peak_2,2,4.607,   M,0.067,11771546,4.466,4.998
22080304,220803,9878,Peak_1,1,4.131,   M,0.039,4481053,4.073,4.241
22080304,220803,9878,Peak_2,2,4.61,   M,0.066,11597834,4.463,4.949
22080305,220803,9879,Peak_1,1,4.131,   M,0.039,4383760,4.076,4.241
22080305,220803,9879,Peak_2,2,4.61,   M,0.068,11473721,4.464,4.975
22080306,220803,9884,Peak_1,1,4.131,   M,0.039,4345417,4.074,4.241
22080306,220803,9884,Peak_2,2,4.61,   M,0.067,11346714,4.461,4.945
22080307,220803,9886,Peak_1,1,4.132,   M,0.039,4500287,4.074,4.26
22080307,220803,9886,Peak_2,2,4.61,   M,0.066,11574035,4.467,4.974
22080308,220803,9887,Peak_1,1,4.141,   M,0.035,4645149,4.084,4.247
22080308,220803,9887,Peak_2,2,4.618,   M,0.063,12001550,4.463,4.963
22080309,220803,9888,Peak_1,1,4.132,   M,0.038,4825816,4.08,4.257
22080309,220803,9888,Peak_2,2,4.611,   M,0.066,12467534,4.463,4.986
22080310,220803,9890,Peak_1,1,4.135,   M,0.037,4520893,4.075,4.237
22080310,220803,9890,Peak_2,2,4.613,   M,0.064,11867205,4.47,4.96
22080311,220803,9892,Peak_1,1,4.124,   M,0.04,4061303,4.058,4.228
22080311,220803,9892,Peak_2,2,4.605,   M,0.072,11662184,4.469,5.003
22080312,220803,9893,Peak_1,1,4.141,   M,0.036,4811396,4.086,4.274
22080312,220803,9893,Peak_2,2,4.619,   M,0.06,11698364,4.464,4.98
22080313,220803,9894,Peak_1,1,4.133,   M,0.039,4584021,4.076,4.316
22080313,220803,9894,Peak_2,2,4.612,   M,0.065,11390582,4.465,5.024
22080314,220803,9895,Peak_1,1,4.139,   M,0.036,5032156,4.088,4.257
22080314,220803,9895,Peak_2,2,4.617,   M,0.059,12186308,4.467,4.964
22080315,220803,9897,Peak_1,1,4.138,   M,0.037,5089908,4.082,4.262
22080315,220803,9897,Peak_2,2,4.616,   M,0.061,12316265,4.47,4.951
22080316,220803,9898,Peak_1,1,4.128,   M,0.042,5070182,4.063,4.274
22080316,220803,9898,Peak_2,2,4.607,   M,0.07,13257848,4.461,4.978
22080317,220803,9899,Peak_1,1,4.137,   M,0.038,5013217,4.086,4.298
22080317,220803,9899,Peak_2,2,4.615,   M,0.061,11922826,4.458,4.969
22080318,220803,9901,Peak_1,1,4.127,   M,0.041,4609948,4.067,4.258
22080318,220803,9901,Peak_2,2,4.607,   M,0.069,11769479,4.469,4.956
22080319,220803,9903,Peak_1,1,4.141,   M,0.035,4949149,4.088,4.252
22080319,220803,9903,Peak_2,2,4.618,   M,0.059,11986808,4.471,4.955
22080320,220803,9905,Peak_1,1,4.133,   M,0.038,4507521,4.081,4.279
22080320,220803,9905,Peak_2,2,4.612,   M,0.064,11341959,4.474,4.978
22080321,220803,9912,Peak_1,1,4.136,   M,0.037,4956321,4.079,4.251
22080321,220803,9912,Peak_2,2,4.614,   M,0.062,12370606,4.467,4.985
22080322,220803,9914,Peak_1,1,4.129,   M,0.039,4448220,4.074,4.253
22080322,220803,9914,Peak_2,2,4.608,   M,0.067,11620632,4.464,4.955
22080323,220803,9916,Peak_1,1,4.137,   M,0.036,4346064,4.086,4.247
22080323,220803,9916,Peak_2,2,4.615,   M,0.06,10653836,4.467,4.925
22080324,220803,9917,Peak_1,1,4.129,   M,0.039,4775949,4.074,4.263
22080324,220803,9917,Peak_2,2,4.609,   M,0.065,11867581,4.471,4.955
22080325,220803,9921,Peak_1,1,4.13,   M,0.038,4318835,4.076,4.23
22080325,220803,9921,Peak_2,2,4.609,   M,0.067,11695094,4.473,5.054
22080326,220803,9923,Peak_1,1,4.125,   M,0.041,5201432,4.064,4.264
22080326,220803,9923,Peak_2,2,4.605,   M,0.073,13924901,4.466,4.981
22080327,220803,9927,Peak_1,1,4.125,   M,0.041,4439474,4.068,4.258
22080327,220803,9927,Peak_2,2,4.605,   M,0.07,11693689,4.464,4.975
22080328,220803,9928,Peak_1,1,4.13,   M,0.04,4884717,4.064,4.265
22080328,220803,9928,Peak_2,2,4.609,   M,0.072,13526885,4.465,5.005
22080329,220803,9929,Peak_1,1,4.133,   M,0.04,5507850,4.072,4.277
22080329,220803,9929,Peak_2,2,4.611,   M,0.064,13232070,4.464,4.935
22080330,220803,9930,Peak_1,1,4.129,   M,0.04,5104544,4.066,4.259
22080330,220803,9930,Peak_2,2,4.609,   M,0.068,13360559,4.467,4.973
22080331,220803,9939,Peak_1,1,4.131,   M,0.038,5092870,4.074,4.274
22080331,220803,9939,Peak_2,2,4.61,   M,0.065,12903492,4.46,4.984
22080332,220803,9940,Peak_1,1,4.126,   M,0.041,5106171,4.066,4.246
22080332,220803,9940,Peak_2,2,4.605,   M,0.069,13385633,4.464,4.962
22080333,220803,9941,Peak_1,1,4.127,   M,0.04,5278864,4.068,4.261
22080333,220803,9941,Peak_2,2,4.606,   M,0.068,13597019,4.465,4.962
22080334,220803,9944,Peak_1,1,4.129,   M,0.04,5344023,4.069,4.267
22080334,220803,9944,Peak_2,2,4.608,   M,0.067,13610880,4.464,4.958
22080335,220803,9953,Peak_1,1,4.12,   M,0.041,4794767,4.065,4.233
22080335,220803,9953,Peak_2,2,4.601,   M,0.073,13392061,4.459,4.971
22080336,220803,9956,Peak_1,1,4.13,   M,0.04,5254097,4.074,4.276
22080336,220803,9956,Peak_2,2,4.609,   M,0.068,13545313,4.47,4.984
22080337,220803,9957,Peak_1,1,4.129,   M,0.041,5805514,4.067,4.285
22080337,220803,9957,Peak_2,2,4.608,   M,0.068,14223583,4.457,5.025
22080338,220803,9958,Peak_1,1,4.127,   M,0.042,5939760,4.073,4.296
22080338,220803,9958,Peak_2,2,4.607,   M,0.068,14269714,4.467,4.937
22080339,220803,9959,Peak_1,1,4.132,   M,0.04,5795855,4.078,4.305
22080339,220803,9959,Peak_2,2,4.61,   M,0.064,13769459,4.46,4.997
22080340,220803,9960,Peak_1,1,4.103,   M,0.081,2204527,4.033,4.258
22080340,220803,9960,Peak_2,2,4.591,   M,0.154,9051748,4.517,5.107
22080401,220804,blank,Peak_1,1,,,,0,,
22080401,220804,blank,Peak_2,2,,,,0,,
22080402,220804,9961,Peak_1,1,4.131,   M,0.039,5082876,4.079,4.277
22080402,220804,9961,Peak_2,2,4.61,   M,0.066,12859200,4.466,5.007
22080403,220804,9963,Peak_1,1,4.138,   M,0.037,5520250,4.083,4.296
22080403,220804,9963,Peak_2,2,4.616,   M,0.059,12811971,4.463,4.976
22080404,220804,9980,Peak_1,1,4.133,   M,0.036,4240062,4.083,4.239
22080404,220804,9980,Peak_2,2,4.611,   M,0.062,11141901,4.463,4.983
22080405,220804,9983,Peak_1,1,4.134,   M,0.037,4950305,4.072,4.253
22080405,220804,9983,Peak_2,2,4.613,   M,0.064,12567586,4.472,4.961
22080406,220804,9985,Peak_1,1,4.131,   M,0.039,5028497,4.074,4.275
22080406,220804,9985,Peak_2,2,4.609,   M,0.064,12495972,4.466,4.946
22080407,220804,9986,Peak_1,1,4.128,   M,0.037,4658488,4.081,4.23
22080407,220804,9986,Peak_2,2,4.607,   M,0.067,13024860,4.46,4.972
22080408,220804,9987,Peak_1,1,4.13,   M,0.038,4892875,4.077,4.252
22080408,220804,9987,Peak_2,2,4.609,   M,0.064,12205190,4.468,4.955
22080409,220804,9990,Peak_1,1,4.131,   M,0.039,5149055,4.075,4.268
22080409,220804,9990,Peak_2,2,4.609,   M,0.065,12704920,4.466,4.971
22080410,220804,9993,Peak_1,1,4.125,   M,0.043,5463581,4.06,4.258
22080410,220804,9993,Peak_2,2,4.604,   M,0.068,12987766,4.466,4.938
22080411,220804,9995,Peak_1,1,4.128,   M,0.039,4741874,4.071,4.236
22080411,220804,9995,Peak_2,2,4.607,   M,0.065,11857084,4.471,4.935
22080412,220804,9997,Peak_1,1,4.133,   M,0.036,4706097,4.083,4.242
22080412,220804,9997,Peak_2,2,4.611,   M,0.062,12284351,4.469,4.971
22080413,220804,9998,Peak_1,1,4.132,   M,0.038,4988398,4.077,4.267
22080413,220804,9998,Peak_2,2,4.61,   M,0.062,11972935,4.472,4.938
22080414,220804,9999,Peak_1,1,4.134,   M,0.038,5259444,4.079,4.272
22080414,220804,9999,Peak_2,2,4.613,   M,0.061,12620548,4.464,4.947
22080415,220804,10002,Peak_1,1,4.126,   M,0.039,4815175,4.074,4.245
22080415,220804,10002,Peak_2,2,4.606,   M,0.07,13185736,4.464,4.952
22080416,220804,10005,Peak_1,1,4.131,   M,0.038,5184495,4.079,4.254
22080416,220804,10005,Peak_2,2,4.61,   M,0.062,12532356,4.468,4.937
22080417,220804,10006,Peak_1,1,4.131,   M,0.038,5171913,4.076,4.243
22080417,220804,10006,Peak_2,2,4.61,   M,0.063,12739048,4.467,4.899
22080418,220804,10014,Peak_1,1,4.133,   M,0.039,5618132,4.077,4.258
22080418,220804,10014,Peak_2,2,4.611,   M,0.064,13682998,4.466,4.985
22080419,220804,10015,Peak_1,1,4.132,   M,0.037,5364486,4.082,4.252
22080419,220804,10015,Peak_2,2,4.61,   M,0.063,13504092,4.467,4.951
22080420,220804,10016,Peak_1,1,4.128,   M,0.038,4217074,4.083,4.29
22080420,220804,10016,Peak_2,2,4.607,   M,0.065,11148528,4.461,4.942
22080421,220804,10018,Peak_1,1,4.131,   M,0.037,4701596,4.074,4.243
22080421,220804,10018,Peak_2,2,4.61,   M,0.064,12056095,4.46,4.945
22080422,220804,10021,Peak_1,1,4.126,   M,0.04,4562095,4.066,4.26
22080422,220804,10021,Peak_2,2,4.606,   M,0.068,11873269,4.453,4.955
22080423,220804,10024,Peak_1,1,4.133,   M,0.037,4727646,4.086,4.249
22080423,220804,10024,Peak_2,2,4.612,   M,0.061,11655142,4.466,4.944
22080424,220804,10025,Peak_1,1,4.139,   M,0.037,4836176,4.083,4.295
22080424,220804,10025,Peak_2,2,4.617,   M,0.06,11660320,4.462,4.978
22080425,220804,10026,Peak_1,1,4.13,   M,0.036,3385945,4.071,4.224
22080425,220804,10026,Peak_2,2,4.609,   M,0.063,9065714,4.466,4.94
